id,educ,maeduc,paeduc
2272,12,12,16
2274,15,16,16
2275,15,12,12
2276,18,16,16
2277,14,14,11
2279,13,9,3
2280,12,13,14
2283,14,12,12
2285,16,12,12
2286,18,16,14
2287,16,16,20
2288,17,14,18
2290,18,16,14
2292,15,20,16
2293,16,12,12
2294,16,16,16
2295,12,12,12
2297,13,10,12
2298,18,16,12
2299,20,9,12
2301,16,10,10
2303,14,16,16
2306,15,17,13
2307,20,10,11
2309,18,12,10
2310,14,14,18
2311,12,14,12
2312,13,12,20
2313,12,14,16
2314,20,16,20
2315,14,12,11
2316,14,12,16
2317,13,12,10
2318,17,13,20
2319,16,14,12
2320,18,15,16
2325,16,18,18
2327,11,3,3
2330,14,13,14
2331,19,12,12
2332,19,16,20
2337,20,12,12
2343,16,12,16
2345,12,7,7
2346,18,9,12
2347,17,15,16
2349,17,10,10
2350,12,12,12
2351,10,12,14
2354,17,12,12
2357,16,15,12
2358,15,9,8
2360,12,12,12
2363,13,0,12
2364,16,5,3
2366,13,12,8
2369,17,14,12
2371,15,12,16
2374,15,17,12
2375,14,14,10
2379,14,13,12
2381,12,12,12
2382,14,12,12
2383,17,12,12
2386,12,12,12
2387,16,16,20
2388,12,14,12
2389,17,16,18
2391,16,14,14
2392,16,9,8
2393,18,18,18
2394,14,11,11
2396,11,2,3
2397,20,10,15
2404,16,16,16
2405,18,12,13
2406,14,18,12
2407,12,12,12
2408,16,12,12
2411,12,0,6
2416,16,12,12
2417,19,16,13
2418,18,12,12
2419,14,12,12
2421,16,12,13
2422,12,10,0
2424,16,18,17
2425,14,12,12
2426,14,12,12
2433,16,16,16
2434,16,16,18
2436,17,14,16
2437,16,14,16
2438,17,7,7
2439,16,16,12
2440,20,14,16
2441,17,4,4
2443,15,12,11
2445,14,12,12
2446,15,5,5
2447,0,12,16
2448,17,12,5
2449,14,12,16
2450,15,17,16
2451,12,16,12
2454,15,6,4
2455,13,13,13
2457,13,18,12
2459,16,14,16
2460,12,12,16
2463,16,16,17
2465,12,13,19
2466,12,10,7
2467,16,12,18
2468,16,16,17
2469,20,16,16
2470,14,12,12
2471,18,12,12
2472,14,12,10
2474,16,14,19
2475,12,14,15
2478,20,12,16
2479,20,8,8
2481,17,14,16
2487,14,12,12
2488,20,14,16
2489,14,13,16
2490,14,16,16
2494,20,12,12
2495,13,12,12
2496,17,14,12
2497,18,14,6
2498,20,12,16
2499,20,10,12
2501,12,14,12
2502,16,12,8
2503,17,12,16
2504,17,18,19
2505,17,16,18
2506,14,12,12
2507,16,14,12
2511,16,12,4
2514,20,14,20
2515,12,12,12
2516,17,17,20
2517,14,12,12
2519,17,11,17
2520,16,12,10
2521,14,16,16
2522,18,14,18
2524,16,12,16
2525,16,6,6
2526,16,12,12
2527,12,4,9
2528,12,6,6
2529,16,12,12
2530,14,16,12
2531,14,13,11
2537,12,14,9
2539,12,16,12
2540,14,12,12
2541,20,8,2
2542,18,14,14
2544,14,0,6
2547,14,16,16
2548,13,13,13
2550,20,16,14
2551,16,16,18
2552,15,12,8
2555,11,11,8
2556,20,12,12
2557,16,13,16
2559,16,16,16
2560,16,0,8
2561,17,16,12
2565,14,16,20
2567,12,14,13
2568,14,10,6
2569,10,12,14
2571,16,12,20
2572,12,12,12
2573,8,14,14
2574,20,18,20
2575,13,12,12
2576,6,16,13
2578,16,16,12
2579,16,12,12
2580,16,12,18
2581,16,11,12
2582,17,12,18
2583,17,12,18
2584,12,12,9
2585,12,10,12
2586,20,14,14
2587,12,12,12
2589,12,11,12
2590,12,13,12
2591,17,15,20
2592,20,5,10
2593,20,16,20
2594,16,18,18
2595,16,16,16
2596,16,12,12
2598,17,15,12
2599,16,16,16
2600,14,8,11
2601,17,10,12
2602,18,16,18
2604,16,16,17
2606,12,12,16
2607,12,12,12
2608,16,16,16
2609,17,14,14
2611,19,12,6
2612,20,12,8
2613,13,16,16
2614,12,8,12
2615,14,12,13
2617,12,12,12
2618,16,13,18
2619,16,15,6
2620,12,8,9
2621,16,12,16
2623,12,10,8
2624,16,16,12
2626,12,12,11
2627,12,8,6
2629,16,14,16
2630,19,16,18
2631,13,12,12
2632,16,16,20
2634,13,12,8
2635,16,12,14
2636,12,14,14
2637,14,10,14
2639,16,10,14
2640,16,18,18
2642,14,12,12
2643,14,12,14
2644,14,20,12
2645,15,8,11
2648,18,12,12
2649,14,12,7
2650,13,12,7
2651,12,3,2
2652,19,12,8
2653,20,10,17
2655,8,6,8
2656,17,15,16
2658,17,11,10
2660,10,12,12
2661,13,10,2
2662,12,12,12
2664,18,12,16
2665,12,0,0
2666,13,12,12
2668,12,12,12
2671,16,16,15
2674,16,15,16
2675,19,12,13
2678,15,0,0
2679,12,12,11
2680,12,12,8
2681,12,8,8
2682,12,8,3
2684,12,14,8
2685,14,12,12
2686,16,15,13
2687,16,16,16
2688,13,12,12
2689,16,12,12
2690,18,14,16
2692,18,6,2
2695,14,13,13
2696,12,12,12
2698,17,14,17
2699,16,12,14
2700,16,12,12
2702,15,12,12
2703,16,16,12
2705,16,12,12
2706,12,12,12
2707,18,14,12
2710,16,13,12
2711,16,12,8
2712,14,16,18
2713,16,12,12
2714,14,12,20
2717,18,16,16
2718,12,14,12
2722,16,12,12
2723,16,12,16
2725,16,9,12
2726,16,12,16
2727,16,16,20
2729,9,12,8
2733,14,12,8
2734,18,10,12
2735,13,12,1
2736,2,0,2
2737,16,16,16
2738,13,12,8
2740,12,8,8
2742,20,13,13
2743,12,16,18
2745,13,13,14
2746,12,14,14
2747,18,12,12
2748,11,11,12
2749,20,16,20
2750,12,10,12
2751,13,3,3
2754,12,12,12
2759,19,19,19
2760,14,16,20
2761,17,14,6
2762,12,12,12
2763,14,16,14
2764,13,11,6
2766,12,12,8
2771,16,14,12
2772,12,12,7
2773,12,15,11
2774,17,12,12
2776,16,11,8
2777,16,12,12
2778,13,12,8
2781,13,12,12
2784,12,12,12
2785,16,12,12
2786,12,10,8
2787,18,8,10
2790,20,12,19
2791,12,12,16
2793,14,8,8
2794,16,16,16
2797,18,16,16
2800,11,10,8
2801,12,14,12
2804,16,16,16
2805,18,14,17
2806,17,10,8
2807,16,13,12
2809,17,18,18
2810,14,11,12
2813,14,14,12
2816,8,9,9
2817,12,16,18
2819,16,8,14
2820,12,9,12
2821,16,14,14
2822,12,12,12
2824,20,14,20
2825,18,12,8
2826,12,12,12
2828,3,8,16
2829,9,10,4
2831,12,8,6
2832,14,12,12
2833,13,8,12
2835,16,14,16
2836,14,12,12
2838,17,18,15
2839,14,12,14
2840,16,11,12
2841,12,12,12
2843,20,12,14
2844,17,12,12
2846,16,12,12
2847,17,10,16
2848,18,16,16
2849,18,10,13
2850,16,16,20
2852,15,12,12
2853,16,12,8
2854,17,12,12
2857,16,12,12
2858,14,15,12
2859,13,12,9
2860,14,12,13
2861,12,12,10
2864,16,12,12
2865,12,20,12
2866,15,14,14
2867,17,13,10
2869,18,12,12
2870,20,16,20
2871,9,12,11
2872,15,13,12
2873,20,13,12
2874,18,8,12
2875,16,6,12
2876,12,13,17
2877,12,12,12
2878,13,12,11
2880,12,16,12
2882,16,12,14
2883,14,12,12
2886,16,16,16
2887,16,12,12
2889,12,12,12
2891,14,12,8
2892,14,13,12
2895,12,12,12
2896,14,12,12
2897,13,12,12
2898,9,3,4
2900,17,13,12
2901,18,16,14
2902,19,14,19
2903,12,14,12
2905,19,16,16
2909,18,14,16
2910,19,16,16
2911,12,17,17
2912,15,17,14
2914,16,14,12
2915,16,16,16
2918,12,12,12
2919,12,12,12
2920,16,16,20
2921,16,12,2
2922,13,12,8
2923,17,12,14
2925,14,12,12
2926,17,18,18
2927,16,16,12
2928,17,12,12
2929,14,12,12
2930,17,15,12
2931,18,10,16
2936,19,16,18
2937,19,7,9
2938,14,12,12
2940,16,15,10
2941,12,6,6
2943,18,14,13
2944,18,17,16
2945,12,16,18
2946,14,12,12
2948,18,18,12
2949,20,14,12
2950,17,14,16
2951,12,12,12
2952,15,14,14
2953,12,14,16
2954,13,14,14
2957,16,20,13
2960,14,8,12
2962,18,16,16
2964,16,14,16
2965,17,13,12
2967,14,18,16
2968,12,8,6
2972,16,14,20
2973,12,12,8
2974,16,12,14
2975,12,12,8
2978,16,18,18
2979,14,12,12
2980,14,12,12
2981,12,9,9
2984,17,12,18
2985,12,10,8
2988,14,15,16
2990,13,12,12
2992,12,12,16
2993,16,8,8
2994,15,18,16
2995,13,6,7
2996,12,12,12
2998,12,12,8
2999,16,16,16
3000,16,20,16
3002,16,16,16
3003,20,16,16
3005,16,16,16
3007,16,12,16
3008,13,12,12
3009,12,12,9
3011,16,12,8
3012,18,12,12
3014,9,16,14
3015,12,5,5
3016,16,12,9
3019,16,16,14
3020,20,14,19
3021,13,8,8
3022,19,10,9
3023,16,6,9
3024,15,12,14
3025,14,12,10
3028,14,12,12
3030,16,15,13
3033,18,12,10
3035,14,12,12
3036,16,12,16
3038,12,6,12
3040,12,12,12
3043,17,14,18
3044,18,17,20
3045,12,13,12
3046,12,16,16
3047,17,12,12
3049,12,12,8
3050,20,13,12
3051,15,12,12
3052,19,12,14
3053,13,12,9
3054,16,16,18
3055,12,8,12
3056,12,12,12
3057,14,14,11
3060,19,12,14
3061,14,12,12
3062,17,12,12
3063,16,10,16
3064,11,12,12
3065,12,14,10
3066,16,12,12
3067,12,14,12
3068,16,19,18
3070,16,8,12
3071,17,15,12
3072,16,12,12
3074,13,12,12
3075,18,14,16
3076,16,12,12
3077,12,16,15
3078,12,11,10
3079,16,14,10
3080,14,12,12
3081,16,14,12
3083,18,12,12
3084,17,16,16
3085,20,16,16
3088,12,12,12
3091,18,16,19
3094,14,8,12
3097,14,12,17
3098,12,12,8
3100,17,12,12
3101,18,15,16
3103,13,0,15
3104,20,12,14
3105,16,12,12
3109,16,20,12
3112,16,17,16
3114,15,12,8
3116,14,14,14
3117,19,20,20
3119,16,11,12
3120,18,17,14
3121,14,12,16
3124,14,14,12
3125,17,16,11
3127,16,12,16
3130,16,12,12
3132,16,16,12
3133,17,12,6
3134,7,12,10
3138,18,12,12
3139,16,15,16
3140,13,17,12
3141,20,13,12
3142,16,16,16
3144,15,12,12
3146,15,14,14
3147,16,8,13
3149,14,14,12
3150,17,12,12
3151,18,12,8
3152,18,12,18
3153,19,12,10
3154,17,16,16
3155,16,16,16
3159,14,14,12
3160,13,13,14
3161,9,12,12
3162,14,14,10
3163,12,17,12
3164,18,8,8
3167,17,10,15
3170,20,16,12
3173,14,12,12
3174,12,9,9
3176,12,12,12
3177,14,20,12
3178,16,12,12
3179,16,6,8
3180,10,12,12
3181,16,15,16
3182,20,16,18
3186,20,16,16
3187,18,12,16
3191,16,16,16
3193,16,16,16
3194,12,12,12
3195,19,12,12
3197,9,8,6
3198,14,12,12
3200,16,10,9
3201,8,7,3
3205,17,16,16
3206,12,12,12
3207,12,8,7
3208,12,10,9
3209,6,0,0
3210,16,13,14
3211,17,17,16
3213,16,12,12
3214,13,12,10
3215,16,10,16
3218,18,13,16
3219,19,18,12
3221,19,8,7
3222,19,16,19
3224,14,12,12
3225,12,12,12
3229,11,8,8
3230,14,12,12
3232,16,16,19
3233,16,12,16
3238,16,13,16
3239,16,12,12
3242,14,14,14
3243,13,12,12
3244,16,12,16
3245,12,12,16
3246,15,14,6
3248,20,0,12
3249,16,12,10
3250,17,12,12
3253,12,9,12
3254,16,14,16
3255,12,12,12
3256,12,12,12
3258,12,12,12
3260,16,12,16
3261,19,6,4
3263,17,16,17
3264,12,9,10
3265,16,12,13
3266,20,16,16
3268,12,12,8
3269,17,16,17
3271,16,13,12
3272,19,14,12
3273,18,16,20
3274,16,12,11
3275,18,12,12
3276,14,12,13
3283,18,12,14
3286,12,13,12
3287,14,12,12
3288,17,16,18
3289,16,16,16
3291,12,11,12
3292,12,14,12
3293,14,12,3
3295,18,14,12
3297,17,9,9
3298,12,18,16
3299,19,15,19
3302,12,10,13
3303,20,18,18
3305,14,12,12
3307,17,12,12
3310,14,16,16
3312,12,12,12
3313,16,12,14
3314,20,15,13
3315,16,12,16
3316,17,20,20
3317,10,20,20
3318,16,16,16
3320,16,13,14
3321,20,14,12
3322,13,7,5
3323,12,2,4
3326,17,12,12
3328,14,12,16
3330,15,12,16
3331,20,12,12
3332,17,8,8
3333,16,16,16
3335,16,12,12
3337,16,12,13
3339,15,20,14
3340,12,12,6
3341,15,19,16
3343,12,12,12
3344,18,14,14
3347,12,12,12
3348,17,14,13
3349,16,16,16
3351,20,13,13
3352,16,15,17
3354,19,18,18
3355,20,12,17
3356,17,0,17
3357,10,12,12
3360,16,12,17
3362,19,14,16
3363,15,14,10
3365,18,20,20
3367,16,12,14
3368,18,18,18
3371,15,12,12
3372,15,12,12
3373,16,16,16
3374,14,12,15
3376,12,12,12
3377,12,11,12
3378,18,14,13
3379,12,12,12
3384,12,7,12
3385,16,12,10
3386,16,12,3
3388,14,16,14
3389,18,4,5
3393,20,12,12
3394,12,12,12
3395,14,15,12
3396,17,19,18
3397,15,20,20
3398,16,12,11
3400,12,12,8
3401,13,12,12
3403,17,12,12
3404,13,12,12
3407,16,14,9
3408,20,12,16
3409,18,12,11
3410,15,12,16
3411,18,12,12
3413,12,12,12
3414,20,12,12
3415,12,12,3
3416,17,17,15
3418,18,12,12
3420,14,16,20
3421,13,14,12
3423,17,16,12
3424,12,14,14
3425,17,12,16
3426,19,14,12
3428,16,4,6
3429,13,12,16
3430,12,7,9
3431,13,10,12
3432,15,12,12
3433,13,9,8
3436,13,12,12
3438,16,12,16
3440,20,8,8
3441,20,12,12
3444,16,14,16
3446,15,9,9
3447,16,14,12
3448,12,12,12
3449,16,12,16
3450,13,12,12
3452,12,12,8
3453,13,16,16
3455,14,12,11
3456,16,16,14
3458,15,16,16
3461,14,12,16
3462,14,14,17
3465,17,16,16
3466,20,8,10
3469,14,14,12
3473,12,12,6
3475,13,12,8
3476,16,5,6
3477,12,12,16
3480,18,12,12
3481,14,12,14
3482,16,16,16
3483,16,12,12
3485,12,12,6
3487,16,12,12
3490,18,14,18
3491,11,0,6
3492,20,12,12
3493,16,14,16
3494,12,14,9
3495,20,16,16
3496,14,12,8
3500,20,12,20
3501,16,10,6
3503,15,8,20
3504,11,12,7
3505,20,12,12
3506,14,16,16
3507,13,12,12
3508,17,0,5
3509,16,12,12
3510,16,12,13
3511,18,12,16
3513,18,12,16
3514,14,12,12
3516,16,16,16
3517,16,12,16
3521,13,12,12
3523,12,12,12
3524,12,12,10
3525,17,12,18
3526,19,17,19
3527,14,5,5
3529,12,12,14
3530,20,14,15
3531,15,12,12
3532,14,15,18
3533,18,16,18
3534,14,6,13
3537,14,12,12
3538,20,8,12
3539,20,15,12
3540,16,12,12
3542,20,12,12
3544,15,14,12
3546,8,12,12
3548,14,8,8
3550,14,12,12
3551,20,17,20
3557,18,0,16
3558,16,12,12
3559,17,16,16
3561,16,12,20
3564,12,16,16
3565,15,16,20
3566,17,16,16
3568,18,12,18
3570,14,12,14
3571,18,18,16
3572,16,10,16
3573,14,11,7
3576,14,12,14
3577,16,12,12
3578,20,12,10
3579,12,6,9
3580,17,9,9
3581,16,9,16
3584,14,14,0
3586,16,12,16
3587,12,11,2
3588,18,15,15
3589,14,12,12
3590,16,12,12
3592,16,12,20
3596,12,16,16
3597,16,12,12
3598,13,12,12
3603,16,4,4
3604,20,12,12
3605,13,16,16
3608,15,14,13
3609,16,16,12
3610,11,12,12
3615,13,12,15
3616,14,12,13
3617,16,12,14
3618,18,11,10
3619,12,12,12
3620,18,14,14
3623,13,18,12
3626,12,16,12
3627,18,14,16
3630,14,12,12
3631,16,16,13
3632,12,9,9
3635,17,16,13
3636,12,12,16
3637,14,16,12
3638,17,16,18
3639,13,12,12
3641,16,12,12
3643,16,9,12
3645,16,18,16
3646,16,12,12
3649,14,14,12
3650,12,8,8
3651,18,12,16
3652,16,9,12
3653,13,12,12
3656,14,12,12
3657,16,8,14
3659,16,18,19
3660,18,16,19
3661,16,20,20
3662,12,8,12
3664,16,16,16
3666,12,8,7
3667,16,12,12
3668,14,8,14
3670,15,16,12
3672,8,12,5
3673,18,12,16
3674,15,12,16
3675,10,5,5
3677,18,16,12
3678,19,14,16
3679,19,12,16
3680,20,11,6
3681,16,18,16
3686,12,13,20
3688,16,13,16
3689,17,20,20
3691,19,12,12
3692,20,16,16
3693,16,16,6
3694,16,17,18
3695,19,12,12
3700,12,12,12
3701,12,12,17
3702,16,12,16
3703,14,6,6
3705,18,1,4
3706,17,18,18
3708,16,8,9
3709,14,12,16
3710,20,17,15
3711,12,12,16
3712,16,12,16
3713,14,15,20
3714,17,12,12
3715,12,10,6
3717,14,16,12
3718,14,12,16
3724,12,9,8
3725,12,12,4
3727,12,12,14
3728,16,12,12
3729,15,13,12
3731,16,16,14
3732,12,8,5
3733,12,16,12
3735,16,16,12
3736,16,16,16
3737,13,5,3
3739,8,0,0
3741,12,12,12
3742,17,14,20
3743,16,16,14
3745,13,12,0
3746,13,10,8
3747,20,8,13
3748,13,12,8
3749,11,12,8
3751,18,12,12
3752,16,20,16
3753,16,12,12
3754,13,12,12
3755,13,12,12
3756,14,12,11
3757,18,12,12
3758,16,18,20
3759,18,13,12
3760,16,12,12
3762,15,16,16
3764,12,12,16
3765,16,16,16
3767,16,16,16
3768,18,18,8
3771,16,16,18
3772,15,8,8
3773,16,13,16
3774,12,9,12
3776,13,12,12
3777,13,12,12
3780,13,16,12
3784,14,12,12
3786,12,12,12
3787,16,12,12
3789,12,11,8
3790,18,16,19
3795,17,4,12
3796,20,16,16
3799,16,18,12
3804,16,16,16
3805,17,16,17
3806,15,16,16
3807,16,12,14
3810,18,12,20
3811,14,12,17
3814,12,12,12
3815,14,13,7
3817,16,16,16
3819,14,12,12
3820,15,11,17
3821,15,16,16
3823,16,14,12
3824,16,12,12
3825,20,12,12
3827,16,16,16
3829,16,14,16
3832,12,12,8
3834,16,16,16
3835,12,12,8
3837,16,16,17
3840,14,6,16
3843,16,16,16
3844,13,12,12
3845,16,12,16
3848,14,12,8
3849,16,12,12
3850,12,8,8
3851,13,12,12
3853,16,12,16
3855,16,12,12
3857,12,14,12
3858,13,10,16
3859,16,15,17
3860,18,14,12
3861,16,13,12
3862,14,13,12
3863,12,12,12
3864,19,12,14
3865,17,12,10
3866,12,12,12
3868,18,16,16
3874,12,17,12
3875,18,6,13
3876,18,12,12
3877,18,12,14
3878,12,12,12
3881,12,16,3
3883,20,7,10
3884,16,20,20
3885,16,12,20
3886,16,12,12
3889,17,19,13
3890,17,16,16
3891,19,17,17
3892,12,12,10
3894,14,14,16
3895,18,16,14
3896,16,12,18
3897,18,17,14
3899,9,12,12
3901,14,12,16
3906,12,10,11
3908,16,12,12
3911,15,7,6
3912,16,12,12
3913,6,12,12
3914,14,0,6
3915,16,16,16
3918,20,12,12
3920,17,16,16
3921,17,12,20
3922,18,12,12
3923,14,20,16
3924,12,8,12
3925,20,12,8
3926,10,12,12
3928,16,16,15
3930,15,5,7
3932,18,13,7
3934,16,12,16
3935,16,10,8
3936,16,2,3
3937,13,3,7
3938,19,12,12
3943,15,9,11
3944,16,12,12
3945,16,16,16
3946,16,10,16
3949,20,16,13
3950,19,18,20
3951,16,12,12
3953,18,14,16
3954,13,12,16
3955,13,12,12
3956,16,12,12
3958,12,12,12
3959,13,12,12
3963,16,16,14
3964,18,7,2
3965,12,0,12
3966,20,12,20
3973,20,9,8
3974,14,12,12
3975,16,20,20
3976,16,12,16
3977,12,12,12
3978,12,12,12
3979,12,12,0
3980,16,12,12
3981,12,12,14
3982,16,12,12
3983,17,12,8
3986,16,14,12
3988,16,16,16
3989,16,12,12
3990,18,14,16
3992,18,16,16
3995,17,12,9
3996,13,12,12
3997,12,12,12
3998,17,12,8
3999,14,13,7
4001,15,12,18
4002,18,15,12
4003,17,12,10
4006,18,13,12
4007,16,12,16
4008,15,12,12
4010,12,12,8
4012,15,12,12
4013,13,12,10
4015,20,12,12
4016,12,10,12
4018,16,12,16
4019,12,9,9
4020,16,9,15
4021,16,20,16
4023,13,12,12
4024,12,12,12
4026,16,16,8
4027,16,10,15
4028,14,14,12
4029,14,12,12
4031,18,14,16
4033,14,12,12
4035,16,16,16
4039,18,20,12
4042,12,16,8
4043,14,6,0
4045,12,6,9
4046,12,12,12
4050,14,10,10
4052,16,12,15
4053,12,12,8
4055,16,14,14
4056,13,12,14
4058,18,12,12
4059,16,14,16
4060,18,17,17
4061,12,12,5
4062,20,12,12
4064,16,18,18
4066,16,16,14
4070,15,16,16
4071,16,14,12
4072,12,16,16
4073,12,4,3
4074,17,17,18
4076,16,12,12
4077,10,6,6
4079,13,12,12
4080,12,12,16
4081,16,6,6
4082,15,12,12
4084,16,12,12
4085,16,16,16
4086,12,13,12
4087,13,16,12
4089,18,16,16
4090,16,8,10
4094,13,12,11
4095,13,14,16
4096,13,19,20
4097,8,10,8
4098,17,16,18
4100,18,14,12
4101,18,12,12
4102,12,12,12
4103,12,18,12
4105,14,20,6
4106,16,19,15
4107,12,12,12
4110,12,12,3
4112,16,14,12
4113,12,12,0
4116,18,13,18
4117,16,14,16
4118,16,10,14
4121,16,16,16
4122,18,10,11
4124,9,4,6
4125,16,12,16
4128,12,12,12
4129,16,12,14
4130,16,16,16
4132,12,11,4
4135,15,12,13
4136,5,16,12
4137,18,13,13
4138,20,20,13
4139,16,14,12
4140,12,9,6
4141,12,14,16
4142,14,12,12
4143,16,12,12
4144,19,12,14
4145,12,16,12
4147,12,10,12
4148,16,16,14
4150,16,12,16
4152,12,12,8
4153,14,12,12
4154,20,12,8
4155,12,12,12
4156,16,12,12
4157,14,12,12
4158,14,16,16
4160,15,12,12
4161,16,16,16
4164,20,12,12
4165,18,16,16
4168,14,12,16
4170,18,16,16
4171,12,12,12
4172,16,15,15
4173,16,11,12
4174,17,10,12
4175,14,12,16
4179,12,12,12
4180,12,12,12
4181,13,12,12
4182,16,16,12
4183,15,8,9
4184,18,12,12
4185,18,6,4
4190,16,12,16
4191,18,12,12
4193,12,10,12
4194,12,13,12
4196,17,5,6
4197,17,12,12
4198,17,16,16
4199,16,14,12
4200,18,16,18
4201,19,16,16
4202,16,13,12
4204,20,14,13
4205,19,12,12
4208,16,16,18
4210,12,12,12
4211,14,12,6
4214,16,12,12
4215,13,13,12
4217,12,11,12
4220,16,13,12
4221,18,14,16
4222,14,12,12
4223,19,11,11
4225,12,11,9
4227,14,14,14
4228,16,13,16
4229,14,16,12
4231,17,12,12
4235,15,8,12
4236,16,9,12
4238,18,16,16
4239,14,15,12
4240,12,12,10
4241,14,12,12
4242,17,18,10
4243,20,12,16
4244,16,12,11
4246,16,12,9
4247,14,9,6
4248,18,12,16
4249,16,12,8
4250,16,12,12
4251,12,14,11
4253,13,16,12
4254,17,12,9
4255,16,12,12
4256,19,12,16
4257,16,12,12
4258,12,12,12
4260,15,16,12
4262,18,16,12
4263,17,10,10
4265,13,12,13
4266,16,16,16
4267,16,5,16
4268,19,16,16
4272,18,14,6
4277,12,8,8
4279,8,11,12
4280,12,16,16
4281,13,7,5
4282,16,12,10
4283,12,12,12
4284,12,9,6
4287,17,15,12
4288,17,18,14
4289,16,12,12
4290,14,11,12
4293,15,10,10
4296,12,12,12
4297,16,12,14
4304,18,12,12
4305,12,14,12
4307,20,7,12
4308,16,16,13
4311,14,12,14
4312,12,12,12
4313,14,14,12
4314,16,0,0
4315,14,8,8
4316,14,8,8
4320,17,18,12
4323,17,16,14
4324,16,12,12
4325,16,12,12
4326,14,14,16
4327,16,17,20
4328,16,17,16
4329,16,12,16
4331,17,20,20
4332,16,12,12
4333,11,0,0
4334,19,12,17
4336,11,12,3
4337,13,11,12
4338,20,16,20
4340,18,12,14
4342,18,10,12
4344,16,12,14
4345,16,16,16
4347,20,18,18
4348,11,12,12
4349,12,15,12
4352,19,20,14
4353,18,17,12
4354,16,16,12
4355,12,12,0
4356,17,12,18
4358,16,14,17
4359,12,12,16
4360,16,14,16
4361,20,14,16
4364,11,12,12
4366,12,8,8
4367,14,12,14
4368,15,13,12
4369,16,12,12
4370,13,12,12
4373,10,16,16
4374,20,9,12
4375,16,13,12
4376,13,13,13
4377,16,16,12
4378,16,14,16
4379,18,12,12
4380,12,12,14
4381,19,16,18
4382,9,6,12
4384,20,16,14
4385,12,14,16
4386,20,16,14
4388,12,14,12
4391,15,14,12
4392,16,12,12
4395,16,14,16
4396,16,12,14
4397,17,20,16
4399,18,12,15
4401,16,12,12
4402,18,14,15
4404,16,12,16
4406,16,18,16
4407,15,12,10
4409,16,12,16
4411,16,20,20
4412,17,12,14
4414,12,10,12
4416,14,12,9
4417,16,16,16
4418,12,12,12
4419,16,16,16
4423,20,13,16
4425,14,18,14
4427,16,12,12
4428,17,12,14
4429,19,8,14
4430,16,12,12
4433,20,20,20
4436,16,12,18
4437,16,9,9
4439,16,13,14
4440,16,16,12
4441,12,12,12
4442,12,13,12
4443,20,18,12
4444,16,14,14
4445,17,18,14
4447,15,12,12
4448,13,10,12
4451,14,12,13
4452,14,12,12
4453,19,12,18
4454,16,16,13
4455,12,15,8
4456,14,0,3
4457,18,18,16
4458,17,12,12
4459,17,0,4
4460,13,12,12
4461,13,12,12
4462,19,20,20
4463,16,12,16
4464,18,8,6
4466,14,16,16
4467,14,16,16
4468,16,16,16
4469,16,16,16
4470,20,14,16
